Website URL,Image URL
https://www.zomato.com/bangalore/chutney-chang-jayanagar,"https://b.zmtcdn.com/data/pictures/chains/5/53165/02b4655c596a8845d46549b58f439a1e.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/mystique-palate-jayanagar,"https://b.zmtcdn.com/data/pictures/chains/1/18648061/23f7877d4fb5847130d9f161824dc3ec.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/thamboola-banashankari,"https://b.zmtcdn.com/data/pictures/chains/8/18650808/b501cd2de16b0ecdc56e54e195db60d3.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/castle-rock-2-uttarahalli-bangalore,"https://b.zmtcdn.com/data/pictures/9/52389/17f818f89155f568e4205c314a043803.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/vietnamese-kitchen-banashankari-bangalore,"https://b.zmtcdn.com/data/reviews_photos/1af/317ca88f57849b42fbedf51af2ebc1af_1532324591.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/c-corner-kumaraswamy-layout,"https://b.zmtcdn.com/data/pictures/chains/4/18619434/9b978b8d6406146cfdb5564179be4145.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/paratha-merchant-kumaraswamy-layout,"https://b.zmtcdn.com/data/pictures/4/18423414/24b345db1bd89bff2f3be02ab18ff4fd.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/north-rasoe-1-kumaraswamy-layout-bangalore,"https://b.zmtcdn.com/data/pictures/7/18839517/cdb09202bea08793c1afc5c258878e4f.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/inchara-restaurant-basavanagudi-bangalore,"https://b.zmtcdn.com/data/pictures/5/18727325/16355eaafb0d8f9b98bc8b1fe63015ab.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/toscano-jayanagar,"https://b.zmtcdn.com/data/pictures/chains/9/51029/00c3d368433e94651f66f30dedd10594.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/lord-of-the-kitchen-1-kumaraswamy-layout-bangalore,"https://b.zmtcdn.com/data/pictures/5/18858005/b40fd120b538f81d27b774d1a5f719ff.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/stoned-monkey-banashankari,"https://b.zmtcdn.com/data/reviews_photos/813/b69465c56943f3c743a91e594d268813_1506271624.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/central-jail-restaurant-jayanagar,"https://b.zmtcdn.com/data/pictures/3/18382913/8688319fccdda2f31eea0a68c6206f0b.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
https://www.zomato.com/bangalore/bella-jayanagar-bangalore,"https://b.zmtcdn.com/data/pictures/chains/1/18658791/8d99ee8e6dc7654ac5a4dd72c99d92cd.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*"
